order,Delay,Test.Time,Prolific.ID,Participant.Private.ID,Participant.Browser,Participant.Monitor.Size,Participant.Viewport.Size,answer,original_response,lure_recalled,intrusions
23590,delay,PM,,7671349,Chrome 108.0.0.0,1280x720,1280x720,rubbish,NA,0,6
23591,delay,PM,,7671349,Chrome 108.0.0.0,1280x720,1280x720,anger,NA,0,6
23592,delay,PM,,7671349,Chrome 108.0.0.0,1280x720,1280x720,soft,NA,0,6
23593,delay,PM,,7671349,Chrome 108.0.0.0,1280x720,1280x720,city,NA,0,6
23594,delay,PM,,7671349,Chrome 108.0.0.0,1280x720,1280x720,cup,NA,0,6
23595,delay,PM,,7671349,Chrome 108.0.0.0,1280x720,1280x720,cold,cold,1,6
23596,delay,PM,,7671349,Chrome 108.0.0.0,1280x720,1280x720,mountain,NA,0,6
23597,delay,PM,,7671349,Chrome 108.0.0.0,1280x720,1280x720,slow,slow,1,6
23598,delay,PM,,7671349,Chrome 108.0.0.0,1280x720,1280x720,river,NA,0,6
23599,delay,PM,,7671349,Chrome 108.0.0.0,1280x720,1280x720,spider,NA,0,6
23600,delay,PM,,7671349,Chrome 108.0.0.0,1280x720,1280x720,foot,NA,0,6
23941,delay,PM,,7680305,Edge 107.0.1418.35,1366x768,1366x768,window,window,1,50
23942,delay,PM,,7680305,Edge 107.0.1418.35,1366x768,1366x768,sleep,sleep,1,50
23943,delay,PM,,7680305,Edge 107.0.1418.35,1366x768,1366x768,doctor,NA,0,50
23944,delay,PM,,7680305,Edge 107.0.1418.35,1366x768,1366x768,smell,smell,1,50
23945,delay,PM,,7680305,Edge 107.0.1418.35,1366x768,1366x768,chair,chair,1,50
23946,delay,PM,,7680305,Edge 107.0.1418.35,1366x768,1366x768,smoke,smoking,1,50
23947,delay,PM,,7680305,Edge 107.0.1418.35,1366x768,1366x768,sweet,NA,0,50
23948,delay,PM,,7680305,Edge 107.0.1418.35,1366x768,1366x768,rough,NA,0,50
23949,delay,PM,,7680305,Edge 107.0.1418.35,1366x768,1366x768,needle,needle,1,50
23950,delay,PM,,7680305,Edge 107.0.1418.35,1366x768,1366x768,rubbish,rubbish,1,50
23951,delay,PM,,7680305,Edge 107.0.1418.35,1366x768,1366x768,anger,anger,1,50
23952,delay,PM,,7680305,Edge 107.0.1418.35,1366x768,1366x768,soft,NA,0,50
23953,delay,PM,,7680305,Edge 107.0.1418.35,1366x768,1366x768,city,city,1,50
23954,delay,PM,,7680305,Edge 107.0.1418.35,1366x768,1366x768,cup,cup,1,50
23955,delay,PM,,7680305,Edge 107.0.1418.35,1366x768,1366x768,cold,cold,1,50
23956,delay,PM,,7680305,Edge 107.0.1418.35,1366x768,1366x768,mountain,mountain,1,50
23957,delay,PM,,7680305,Edge 107.0.1418.35,1366x768,1366x768,slow,slow,1,50
23958,delay,PM,,7680305,Edge 107.0.1418.35,1366x768,1366x768,river,river,1,50
23959,delay,PM,,7680305,Edge 107.0.1418.35,1366x768,1366x768,spider,NA,0,50
23960,delay,PM,,7680305,Edge 107.0.1418.35,1366x768,1366x768,foot,foot,1,50
24121,delay,PM,,7680339,Chrome 108.0.0.0,1920x1080,1920x1080,window,NA,0,3
24122,delay,PM,,7680339,Chrome 108.0.0.0,1920x1080,1920x1080,sleep,NA,0,3
24123,delay,PM,,7680339,Chrome 108.0.0.0,1920x1080,1920x1080,doctor,NA,0,3
24124,delay,PM,,7680339,Chrome 108.0.0.0,1920x1080,1920x1080,smell,NA,0,3
24125,delay,PM,,7680339,Chrome 108.0.0.0,1920x1080,1920x1080,chair,NA,0,3
24126,delay,PM,,7680339,Chrome 108.0.0.0,1920x1080,1920x1080,smoke,NA,0,3
24127,delay,PM,,7680339,Chrome 108.0.0.0,1920x1080,1920x1080,sweet,NA,0,3
24128,delay,PM,,7680339,Chrome 108.0.0.0,1920x1080,1920x1080,rough,NA,0,3
24129,delay,PM,,7680339,Chrome 108.0.0.0,1920x1080,1920x1080,needle,NA,0,3
24130,delay,PM,,7680339,Chrome 108.0.0.0,1920x1080,1920x1080,rubbish,NA,0,3
24131,delay,PM,,7680339,Chrome 108.0.0.0,1920x1080,1920x1080,anger,NA,0,3
24132,delay,PM,,7680339,Chrome 108.0.0.0,1920x1080,1920x1080,soft,NA,0,3
24133,delay,PM,,7680339,Chrome 108.0.0.0,1920x1080,1920x1080,city,NA,0,3
24134,delay,PM,,7680339,Chrome 108.0.0.0,1920x1080,1920x1080,cup,NA,0,3
24135,delay,PM,,7680339,Chrome 108.0.0.0,1920x1080,1920x1080,cold,NA,0,3
24136,delay,PM,,7680339,Chrome 108.0.0.0,1920x1080,1920x1080,mountain,NA,0,3
24137,delay,PM,,7680339,Chrome 108.0.0.0,1920x1080,1920x1080,slow,NA,0,3
24138,delay,PM,,7680339,Chrome 108.0.0.0,1920x1080,1920x1080,river,NA,0,3
24139,delay,PM,,7680339,Chrome 108.0.0.0,1920x1080,1920x1080,spider,NA,0,3
24140,delay,PM,,7680339,Chrome 108.0.0.0,1920x1080,1920x1080,foot,NA,0,3
24301,delay,PM,,7792483,Firefox 109.0,1280x800,1280x800,window,NA,0,22
24302,delay,PM,,7792483,Firefox 109.0,1280x800,1280x800,sleep,NA,0,22
24303,delay,PM,,7792483,Firefox 109.0,1280x800,1280x800,doctor,NA,0,22
24304,delay,PM,,7792483,Firefox 109.0,1280x800,1280x800,smell,NA,0,22
24305,delay,PM,,7792483,Firefox 109.0,1280x800,1280x800,chair,NA,0,22
24306,delay,PM,,7792483,Firefox 109.0,1280x800,1280x800,smoke,NA,0,22
24307,delay,PM,,7792483,Firefox 109.0,1280x800,1280x800,sweet,NA,0,22
24308,delay,PM,,7792483,Firefox 109.0,1280x800,1280x800,rough,NA,0,22
24309,delay,PM,,7792483,Firefox 109.0,1280x800,1280x800,needle,NA,0,22
24310,delay,PM,,7792483,Firefox 109.0,1280x800,1280x800,rubbish,NA,0,22
24311,delay,PM,,7792483,Firefox 109.0,1280x800,1280x800,anger,NA,0,22
24312,delay,PM,,7792483,Firefox 109.0,1280x800,1280x800,soft,NA,0,22
24313,delay,PM,,7792483,Firefox 109.0,1280x800,1280x800,city,NA,0,22
24314,delay,PM,,7792483,Firefox 109.0,1280x800,1280x800,cup,NA,0,22
24315,delay,PM,,7792483,Firefox 109.0,1280x800,1280x800,cold,NA,0,22
24316,delay,PM,,7792483,Firefox 109.0,1280x800,1280x800,mountain,NA,0,22
24317,delay,PM,,7792483,Firefox 109.0,1280x800,1280x800,slow,slow,1,22
24318,delay,PM,,7792483,Firefox 109.0,1280x800,1280x800,river,NA,0,22
24319,delay,PM,,7792483,Firefox 109.0,1280x800,1280x800,spider,NA,0,22
24320,delay,PM,,7792483,Firefox 109.0,1280x800,1280x800,foot,NA,0,22
24481,delay,PM,,7792229,Edge 109.0.1518.52,1536x864,1536x864,window,NA,0,2
24482,delay,PM,,7792229,Edge 109.0.1518.52,1536x864,1536x864,sleep,NA,0,2
24483,delay,PM,,7792229,Edge 109.0.1518.52,1536x864,1536x864,doctor,NA,0,2
24484,delay,PM,,7792229,Edge 109.0.1518.52,1536x864,1536x864,smell,NA,0,2
24485,delay,PM,,7792229,Edge 109.0.1518.52,1536x864,1536x864,chair,NA,0,2
24486,delay,PM,,7792229,Edge 109.0.1518.52,1536x864,1536x864,smoke,NA,0,2
24487,delay,PM,,7792229,Edge 109.0.1518.52,1536x864,1536x864,sweet,NA,0,2
24488,delay,PM,,7792229,Edge 109.0.1518.52,1536x864,1536x864,rough,NA,0,2
24489,delay,PM,,7792229,Edge 109.0.1518.52,1536x864,1536x864,needle,NA,0,2
24490,delay,PM,,7792229,Edge 109.0.1518.52,1536x864,1536x864,rubbish,NA,0,2
24491,delay,PM,,7792229,Edge 109.0.1518.52,1536x864,1536x864,anger,NA,0,2
24492,delay,PM,,7792229,Edge 109.0.1518.52,1536x864,1536x864,soft,NA,0,2
24493,delay,PM,,7792229,Edge 109.0.1518.52,1536x864,1536x864,city,NA,0,2
24494,delay,PM,,7792229,Edge 109.0.1518.52,1536x864,1536x864,cup,NA,0,2
24495,delay,PM,,7792229,Edge 109.0.1518.52,1536x864,1536x864,cold,NA,0,2
24496,delay,PM,,7792229,Edge 109.0.1518.52,1536x864,1536x864,mountain,NA,0,2
24497,delay,PM,,7792229,Edge 109.0.1518.52,1536x864,1536x864,slow,NA,0,2
24498,delay,PM,,7792229,Edge 109.0.1518.52,1536x864,1536x864,river,river,1,2
24499,delay,PM,,7792229,Edge 109.0.1518.52,1536x864,1536x864,spider,NA,0,2
24500,delay,PM,,7792229,Edge 109.0.1518.52,1536x864,1536x864,foot,NA,0,2
24661,delay,PM,,7792280,Chrome 109.0.0.0,1440x900,1440x900,window,NA,0,28
24662,delay,PM,,7792280,Chrome 109.0.0.0,1440x900,1440x900,sleep,NA,0,28
24663,delay,PM,,7792280,Chrome 109.0.0.0,1440x900,1440x900,doctor,NA,0,28
24664,delay,PM,,7792280,Chrome 109.0.0.0,1440x900,1440x900,smell,NA,0,28
24665,delay,PM,,7792280,Chrome 109.0.0.0,1440x900,1440x900,chair,NA,0,28
24666,delay,PM,,7792280,Chrome 109.0.0.0,1440x900,1440x900,smoke,NA,0,28
24667,delay,PM,,7792280,Chrome 109.0.0.0,1440x900,1440x900,sweet,NA,0,28
24668,delay,PM,,7792280,Chrome 109.0.0.0,1440x900,1440x900,rough,NA,0,28
24669,delay,PM,,7792280,Chrome 109.0.0.0,1440x900,1440x900,needle,NA,0,28
24670,delay,PM,,7792280,Chrome 109.0.0.0,1440x900,1440x900,rubbish,NA,0,28
24671,delay,PM,,7792280,Chrome 109.0.0.0,1440x900,1440x900,anger,NA,0,28
24672,delay,PM,,7792280,Chrome 109.0.0.0,1440x900,1440x900,soft,NA,0,28
24673,delay,PM,,7792280,Chrome 109.0.0.0,1440x900,1440x900,city,NA,0,28
24674,delay,PM,,7792280,Chrome 109.0.0.0,1440x900,1440x900,cup,NA,0,28
24675,delay,PM,,7792280,Chrome 109.0.0.0,1440x900,1440x900,cold,cold,1,28
24676,delay,PM,,7792280,Chrome 109.0.0.0,1440x900,1440x900,mountain,NA,0,28
24677,delay,PM,,7792280,Chrome 109.0.0.0,1440x900,1440x900,slow,NA,0,28
24678,delay,PM,,7792280,Chrome 109.0.0.0,1440x900,1440x900,river,NA,0,28
24679,delay,PM,,7792280,Chrome 109.0.0.0,1440x900,1440x900,spider,NA,0,28
24680,delay,PM,,7792280,Chrome 109.0.0.0,1440x900,1440x900,foot,NA,0,28
24841,delay,PM,,7792350,Chrome 108.0.0.0,1920x1080,1920x1080,window,window,1,15
24842,delay,PM,,7792350,Chrome 108.0.0.0,1920x1080,1920x1080,sleep,NA,0,15
24843,delay,PM,,7792350,Chrome 108.0.0.0,1920x1080,1920x1080,doctor,NA,0,15
24844,delay,PM,,7792350,Chrome 108.0.0.0,1920x1080,1920x1080,smell,smell,1,15
24845,delay,PM,,7792350,Chrome 108.0.0.0,1920x1080,1920x1080,chair,chair,1,15
24846,delay,PM,,7792350,Chrome 108.0.0.0,1920x1080,1920x1080,smoke,NA,0,15
24847,delay,PM,,7792350,Chrome 108.0.0.0,1920x1080,1920x1080,sweet,sweet,1,15
24848,delay,PM,,7792350,Chrome 108.0.0.0,1920x1080,1920x1080,rough,rough,1,15
24849,delay,PM,,7792350,Chrome 108.0.0.0,1920x1080,1920x1080,needle,needle,1,15
24850,delay,PM,,7792350,Chrome 108.0.0.0,1920x1080,1920x1080,rubbish,NA,0,15
24851,delay,PM,,7792350,Chrome 108.0.0.0,1920x1080,1920x1080,anger,anger,1,15
24852,delay,PM,,7792350,Chrome 108.0.0.0,1920x1080,1920x1080,soft,NA,0,15
24853,delay,PM,,7792350,Chrome 108.0.0.0,1920x1080,1920x1080,city,NA,0,15
24854,delay,PM,,7792350,Chrome 108.0.0.0,1920x1080,1920x1080,cup,NA,0,15
24855,delay,PM,,7792350,Chrome 108.0.0.0,1920x1080,1920x1080,cold,cold,1,15
24856,delay,PM,,7792350,Chrome 108.0.0.0,1920x1080,1920x1080,mountain,mountain,1,15
24857,delay,PM,,7792350,Chrome 108.0.0.0,1920x1080,1920x1080,slow,NA,0,15
24858,delay,PM,,7792350,Chrome 108.0.0.0,1920x1080,1920x1080,river,river,1,15
24859,delay,PM,,7792350,Chrome 108.0.0.0,1920x1080,1920x1080,spider,NA,0,15
24860,delay,PM,,7792350,Chrome 108.0.0.0,1920x1080,1920x1080,foot,NA,0,15
25021,delay,PM,,7799847,Chrome 108.0.0.0,1368x912,1368x912,window,NA,0,14
25022,delay,PM,,7799847,Chrome 108.0.0.0,1368x912,1368x912,sleep,NA,0,14
25023,delay,PM,,7799847,Chrome 108.0.0.0,1368x912,1368x912,doctor,NA,0,14
25024,delay,PM,,7799847,Chrome 108.0.0.0,1368x912,1368x912,smell,NA,0,14
25025,delay,PM,,7799847,Chrome 108.0.0.0,1368x912,1368x912,chair,chair,1,14
25026,delay,PM,,7799847,Chrome 108.0.0.0,1368x912,1368x912,smoke,NA,0,14
25027,delay,PM,,7799847,Chrome 108.0.0.0,1368x912,1368x912,sweet,NA,0,14
25028,delay,PM,,7799847,Chrome 108.0.0.0,1368x912,1368x912,rough,NA,0,14
25029,delay,PM,,7799847,Chrome 108.0.0.0,1368x912,1368x912,needle,NA,0,14
25030,delay,PM,,7799847,Chrome 108.0.0.0,1368x912,1368x912,rubbish,NA,0,14
25031,delay,PM,,7799847,Chrome 108.0.0.0,1368x912,1368x912,anger,NA,0,14
25032,delay,PM,,7799847,Chrome 108.0.0.0,1368x912,1368x912,soft,NA,0,14
25033,delay,PM,,7799847,Chrome 108.0.0.0,1368x912,1368x912,city,NA,0,14
25034,delay,PM,,7799847,Chrome 108.0.0.0,1368x912,1368x912,cup,NA,0,14
25035,delay,PM,,7799847,Chrome 108.0.0.0,1368x912,1368x912,cold,NA,0,14
25036,delay,PM,,7799847,Chrome 108.0.0.0,1368x912,1368x912,mountain,NA,0,14
25037,delay,PM,,7799847,Chrome 108.0.0.0,1368x912,1368x912,slow,NA,0,14
25038,delay,PM,,7799847,Chrome 108.0.0.0,1368x912,1368x912,river,NA,0,14
25039,delay,PM,,7799847,Chrome 108.0.0.0,1368x912,1368x912,spider,spider,1,14
25040,delay,PM,,7799847,Chrome 108.0.0.0,1368x912,1368x912,foot,NA,0,14
25201,delay,PM,,7799813,Chrome 108.0.0.0,1280x720,1280x720,window,NA,0,15
25202,delay,PM,,7799813,Chrome 108.0.0.0,1280x720,1280x720,sleep,NA,0,15
25203,delay,PM,,7799813,Chrome 108.0.0.0,1280x720,1280x720,doctor,NA,0,15
25204,delay,PM,,7799813,Chrome 108.0.0.0,1280x720,1280x720,smell,NA,0,15
25205,delay,PM,,7799813,Chrome 108.0.0.0,1280x720,1280x720,chair,NA,0,15
25206,delay,PM,,7799813,Chrome 108.0.0.0,1280x720,1280x720,smoke,NA,0,15
25207,delay,PM,,7799813,Chrome 108.0.0.0,1280x720,1280x720,sweet,NA,0,15
25208,delay,PM,,7799813,Chrome 108.0.0.0,1280x720,1280x720,rough,NA,0,15
25209,delay,PM,,7799813,Chrome 108.0.0.0,1280x720,1280x720,needle,NA,0,15
25210,delay,PM,,7799813,Chrome 108.0.0.0,1280x720,1280x720,rubbish,NA,0,15
25211,delay,PM,,7799813,Chrome 108.0.0.0,1280x720,1280x720,anger,NA,0,15
25212,delay,PM,,7799813,Chrome 108.0.0.0,1280x720,1280x720,soft,NA,0,15
25213,delay,PM,,7799813,Chrome 108.0.0.0,1280x720,1280x720,city,NA,0,15
25214,delay,PM,,7799813,Chrome 108.0.0.0,1280x720,1280x720,cup,NA,0,15
25215,delay,PM,,7799813,Chrome 108.0.0.0,1280x720,1280x720,cold,NA,0,15
25216,delay,PM,,7799813,Chrome 108.0.0.0,1280x720,1280x720,mountain,NA,0,15
25217,delay,PM,,7799813,Chrome 108.0.0.0,1280x720,1280x720,slow,NA,0,15
25218,delay,PM,,7799813,Chrome 108.0.0.0,1280x720,1280x720,river,NA,0,15
25219,delay,PM,,7799813,Chrome 108.0.0.0,1280x720,1280x720,spider,NA,0,15
25220,delay,PM,,7799813,Chrome 108.0.0.0,1280x720,1280x720,foot,NA,0,15
25381,delay,PM,,7808305,Chrome 108.0.0.0,1536x864,1536x864,window,NA,0,43
25382,delay,PM,,7808305,Chrome 108.0.0.0,1536x864,1536x864,sleep,NA,0,43
25383,delay,PM,,7808305,Chrome 108.0.0.0,1536x864,1536x864,doctor,NA,0,43
25384,delay,PM,,7808305,Chrome 108.0.0.0,1536x864,1536x864,smell,smell,1,43
25385,delay,PM,,7808305,Chrome 108.0.0.0,1536x864,1536x864,chair,NA,0,43
25386,delay,PM,,7808305,Chrome 108.0.0.0,1536x864,1536x864,smoke,NA,0,43
25387,delay,PM,,7808305,Chrome 108.0.0.0,1536x864,1536x864,sweet,NA,0,43
25388,delay,PM,,7808305,Chrome 108.0.0.0,1536x864,1536x864,rough,NA,0,43
25389,delay,PM,,7808305,Chrome 108.0.0.0,1536x864,1536x864,needle,NA,0,43
25390,delay,PM,,7808305,Chrome 108.0.0.0,1536x864,1536x864,rubbish,NA,0,43
25391,delay,PM,,7808305,Chrome 108.0.0.0,1536x864,1536x864,anger,NA,0,43
25392,delay,PM,,7808305,Chrome 108.0.0.0,1536x864,1536x864,soft,NA,0,43
25393,delay,PM,,7808305,Chrome 108.0.0.0,1536x864,1536x864,city,NA,0,43
25394,delay,PM,,7808305,Chrome 108.0.0.0,1536x864,1536x864,cup,NA,0,43
25395,delay,PM,,7808305,Chrome 108.0.0.0,1536x864,1536x864,cold,NA,0,43
25396,delay,PM,,7808305,Chrome 108.0.0.0,1536x864,1536x864,mountain,NA,0,43
25397,delay,PM,,7808305,Chrome 108.0.0.0,1536x864,1536x864,slow,NA,0,43
25398,delay,PM,,7808305,Chrome 108.0.0.0,1536x864,1536x864,river,NA,0,43
25399,delay,PM,,7808305,Chrome 108.0.0.0,1536x864,1536x864,spider,NA,0,43
25400,delay,PM,,7808305,Chrome 108.0.0.0,1536x864,1536x864,foot,NA,0,43
25561,delay,PM,,7808292,Chrome 109.0.0.0,3440x1440,3440x1440,window,NA,0,5
25562,delay,PM,,7808292,Chrome 109.0.0.0,3440x1440,3440x1440,sleep,NA,0,5
25563,delay,PM,,7808292,Chrome 109.0.0.0,3440x1440,3440x1440,doctor,NA,0,5
25564,delay,PM,,7808292,Chrome 109.0.0.0,3440x1440,3440x1440,smell,NA,0,5
25565,delay,PM,,7808292,Chrome 109.0.0.0,3440x1440,3440x1440,chair,chair,1,5
25566,delay,PM,,7808292,Chrome 109.0.0.0,3440x1440,3440x1440,smoke,NA,0,5
25567,delay,PM,,7808292,Chrome 109.0.0.0,3440x1440,3440x1440,sweet,NA,0,5
25568,delay,PM,,7808292,Chrome 109.0.0.0,3440x1440,3440x1440,rough,NA,0,5
25569,delay,PM,,7808292,Chrome 109.0.0.0,3440x1440,3440x1440,needle,needle,1,5
25570,delay,PM,,7808292,Chrome 109.0.0.0,3440x1440,3440x1440,rubbish,NA,0,5
25571,delay,PM,,7808292,Chrome 109.0.0.0,3440x1440,3440x1440,anger,anger,1,5
25572,delay,PM,,7808292,Chrome 109.0.0.0,3440x1440,3440x1440,soft,NA,0,5
25573,delay,PM,,7808292,Chrome 109.0.0.0,3440x1440,3440x1440,city,NA,0,5
25574,delay,PM,,7808292,Chrome 109.0.0.0,3440x1440,3440x1440,cup,NA,0,5
25575,delay,PM,,7808292,Chrome 109.0.0.0,3440x1440,3440x1440,cold,cold,1,5
25576,delay,PM,,7808292,Chrome 109.0.0.0,3440x1440,3440x1440,mountain,mountain,1,5
25577,delay,PM,,7808292,Chrome 109.0.0.0,3440x1440,3440x1440,slow,NA,0,5
25578,delay,PM,,7808292,Chrome 109.0.0.0,3440x1440,3440x1440,river,river,1,5
25579,delay,PM,,7808292,Chrome 109.0.0.0,3440x1440,3440x1440,spider,NA,0,5
25580,delay,PM,,7808292,Chrome 109.0.0.0,3440x1440,3440x1440,foot,NA,0,5
25741,delay,PM,,7808342,Firefox 108.0,1366x768,1366x625,window,NA,0,3
25742,delay,PM,,7808342,Firefox 108.0,1366x768,1366x625,sleep,NA,0,3
25743,delay,PM,,7808342,Firefox 108.0,1366x768,1366x625,doctor,NA,0,3
25744,delay,PM,,7808342,Firefox 108.0,1366x768,1366x625,smell,NA,0,3
25745,delay,PM,,7808342,Firefox 108.0,1366x768,1366x625,chair,NA,0,3
25746,delay,PM,,7808342,Firefox 108.0,1366x768,1366x625,smoke,NA,0,3
25747,delay,PM,,7808342,Firefox 108.0,1366x768,1366x625,sweet,NA,0,3
25748,delay,PM,,7808342,Firefox 108.0,1366x768,1366x625,rough,NA,0,3
25749,delay,PM,,7808342,Firefox 108.0,1366x768,1366x625,needle,needle,1,3
25750,delay,PM,,7808342,Firefox 108.0,1366x768,1366x625,rubbish,NA,0,3
25751,delay,PM,,7808342,Firefox 108.0,1366x768,1366x625,anger,anger,1,3
25752,delay,PM,,7808342,Firefox 108.0,1366x768,1366x625,soft,NA,0,3
25753,delay,PM,,7808342,Firefox 108.0,1366x768,1366x625,city,NA,0,3
25754,delay,PM,,7808342,Firefox 108.0,1366x768,1366x625,cup,NA,0,3
25755,delay,PM,,7808342,Firefox 108.0,1366x768,1366x625,cold,NA,0,3
25756,delay,PM,,7808342,Firefox 108.0,1366x768,1366x625,mountain,NA,0,3
25757,delay,PM,,7808342,Firefox 108.0,1366x768,1366x625,slow,NA,0,3
25758,delay,PM,,7808342,Firefox 108.0,1366x768,1366x625,river,NA,0,3
25759,delay,PM,,7808342,Firefox 108.0,1366x768,1366x625,spider,NA,0,3
25760,delay,PM,,7808342,Firefox 108.0,1366x768,1366x625,foot,NA,0,3
26281,delay,PM,,7818153,Chrome 109.0.0.0,1920x1080,1920x1080,window,window,1,43
26282,delay,PM,,7818153,Chrome 109.0.0.0,1920x1080,1920x1080,sleep,sleep,1,43
26283,delay,PM,,7818153,Chrome 109.0.0.0,1920x1080,1920x1080,doctor,doctor,1,43
26284,delay,PM,,7818153,Chrome 109.0.0.0,1920x1080,1920x1080,smell,NA,0,43
26285,delay,PM,,7818153,Chrome 109.0.0.0,1920x1080,1920x1080,chair,chair,1,43
26286,delay,PM,,7818153,Chrome 109.0.0.0,1920x1080,1920x1080,smoke,smoke,1,43
26287,delay,PM,,7818153,Chrome 109.0.0.0,1920x1080,1920x1080,sweet,NA,0,43
26288,delay,PM,,7818153,Chrome 109.0.0.0,1920x1080,1920x1080,rough,NA,0,43
26289,delay,PM,,7818153,Chrome 109.0.0.0,1920x1080,1920x1080,needle,NA,0,43
26290,delay,PM,,7818153,Chrome 109.0.0.0,1920x1080,1920x1080,rubbish,rubbish,1,43
26291,delay,PM,,7818153,Chrome 109.0.0.0,1920x1080,1920x1080,anger,anger,1,43
26292,delay,PM,,7818153,Chrome 109.0.0.0,1920x1080,1920x1080,soft,NA,0,43
26293,delay,PM,,7818153,Chrome 109.0.0.0,1920x1080,1920x1080,city,city,1,43
26294,delay,PM,,7818153,Chrome 109.0.0.0,1920x1080,1920x1080,cup,cup,1,43
26295,delay,PM,,7818153,Chrome 109.0.0.0,1920x1080,1920x1080,cold,cold,1,43
26296,delay,PM,,7818153,Chrome 109.0.0.0,1920x1080,1920x1080,mountain,NA,0,43
26297,delay,PM,,7818153,Chrome 109.0.0.0,1920x1080,1920x1080,slow,NA,0,43
26298,delay,PM,,7818153,Chrome 109.0.0.0,1920x1080,1920x1080,river,NA,0,43
26299,delay,PM,,7818153,Chrome 109.0.0.0,1920x1080,1920x1080,spider,spider,1,43
26300,delay,PM,,7818153,Chrome 109.0.0.0,1920x1080,1920x1080,foot,NA,0,43
26461,delay,PM,,7817839,Chrome 109.0.0.0,1366x768,1366x768,window,NA,0,13
26462,delay,PM,,7817839,Chrome 109.0.0.0,1366x768,1366x768,sleep,NA,0,13
26463,delay,PM,,7817839,Chrome 109.0.0.0,1366x768,1366x768,doctor,doctor,1,13
26464,delay,PM,,7817839,Chrome 109.0.0.0,1366x768,1366x768,smell,NA,0,13
26465,delay,PM,,7817839,Chrome 109.0.0.0,1366x768,1366x768,chair,chair,1,13
26466,delay,PM,,7817839,Chrome 109.0.0.0,1366x768,1366x768,smoke,NA,0,13
26467,delay,PM,,7817839,Chrome 109.0.0.0,1366x768,1366x768,sweet,NA,0,13
26468,delay,PM,,7817839,Chrome 109.0.0.0,1366x768,1366x768,rough,NA,0,13
26469,delay,PM,,7817839,Chrome 109.0.0.0,1366x768,1366x768,needle,NA,0,13
26470,delay,PM,,7817839,Chrome 109.0.0.0,1366x768,1366x768,rubbish,NA,0,13
26471,delay,PM,,7817839,Chrome 109.0.0.0,1366x768,1366x768,anger,NA,0,13
26472,delay,PM,,7817839,Chrome 109.0.0.0,1366x768,1366x768,soft,NA,0,13
26473,delay,PM,,7817839,Chrome 109.0.0.0,1366x768,1366x768,city,NA,0,13
26474,delay,PM,,7817839,Chrome 109.0.0.0,1366x768,1366x768,cup,NA,0,13
26475,delay,PM,,7817839,Chrome 109.0.0.0,1366x768,1366x768,cold,NA,0,13
26476,delay,PM,,7817839,Chrome 109.0.0.0,1366x768,1366x768,mountain,NA,0,13
26477,delay,PM,,7817839,Chrome 109.0.0.0,1366x768,1366x768,slow,NA,0,13
26478,delay,PM,,7817839,Chrome 109.0.0.0,1366x768,1366x768,river,NA,0,13
26479,delay,PM,,7817839,Chrome 109.0.0.0,1366x768,1366x768,spider,spider,1,13
26480,delay,PM,,7817839,Chrome 109.0.0.0,1366x768,1366x768,foot,NA,0,13
26821,delay,PM,,7843340,Chrome 109.0.0.0,1440x900,1440x900,window,NA,0,4
26822,delay,PM,,7843340,Chrome 109.0.0.0,1440x900,1440x900,sleep,NA,0,4
26823,delay,PM,,7843340,Chrome 109.0.0.0,1440x900,1440x900,doctor,NA,0,4
26824,delay,PM,,7843340,Chrome 109.0.0.0,1440x900,1440x900,smell,NA,0,4
26825,delay,PM,,7843340,Chrome 109.0.0.0,1440x900,1440x900,chair,NA,0,4
26826,delay,PM,,7843340,Chrome 109.0.0.0,1440x900,1440x900,smoke,NA,0,4
26827,delay,PM,,7843340,Chrome 109.0.0.0,1440x900,1440x900,sweet,NA,0,4
26828,delay,PM,,7843340,Chrome 109.0.0.0,1440x900,1440x900,rough,NA,0,4
26829,delay,PM,,7843340,Chrome 109.0.0.0,1440x900,1440x900,needle,needle,1,4
26830,delay,PM,,7843340,Chrome 109.0.0.0,1440x900,1440x900,rubbish,NA,0,4
26831,delay,PM,,7843340,Chrome 109.0.0.0,1440x900,1440x900,anger,NA,0,4
26832,delay,PM,,7843340,Chrome 109.0.0.0,1440x900,1440x900,soft,NA,0,4
26833,delay,PM,,7843340,Chrome 109.0.0.0,1440x900,1440x900,city,NA,0,4
26834,delay,PM,,7843340,Chrome 109.0.0.0,1440x900,1440x900,cup,NA,0,4
26835,delay,PM,,7843340,Chrome 109.0.0.0,1440x900,1440x900,cold,NA,0,4
26836,delay,PM,,7843340,Chrome 109.0.0.0,1440x900,1440x900,mountain,NA,0,4
26837,delay,PM,,7843340,Chrome 109.0.0.0,1440x900,1440x900,slow,NA,0,4
26838,delay,PM,,7843340,Chrome 109.0.0.0,1440x900,1440x900,river,NA,0,4
26839,delay,PM,,7843340,Chrome 109.0.0.0,1440x900,1440x900,spider,NA,0,4
26840,delay,PM,,7843340,Chrome 109.0.0.0,1440x900,1440x900,foot,NA,0,4
27001,delay,PM,,7843368,Chrome 109.0.0.0,1280x800,1280x800,window,NA,0,20
27002,delay,PM,,7843368,Chrome 109.0.0.0,1280x800,1280x800,sleep,NA,0,20
27003,delay,PM,,7843368,Chrome 109.0.0.0,1280x800,1280x800,doctor,NA,0,20
